sp_name,species_author,status,family 
Heliophanus immemoratus,"(Wesolowska, 1993)",synonym,Salticidae
Heliophanus imperator,"Wesolowska, 1986",accepted,Salticidae
Heliophanus improcerus,"Wesolowska, 1986",accepted,Salticidae
Heliophanus infaustus,"(Peckham & Peckham, 1903)",accepted,Salticidae
Heliophanus innominatus,"Wesolowska, 1986",accepted,Salticidae
Heliophanus insperatus,"Wesolowska, 1986",accepted,Salticidae
Heliophanus inversus,"Barrientos & Febrer, 2018",accepted,Salticidae
Heliophanus iranus,"Wesolowska, 1986",accepted,Salticidae
Heliophanus jacksoni,"Wesolowska, 2011",accepted,Salticidae
Heliophanus japonicus,"Kishida, 1910",accepted,Salticidae
Heliophanus kankanensis,"Berland & Millot, 1941",accepted,Salticidae
Heliophanus kashmiricus,"Caporiacco, 1935",nomen dubium,Salticidae
Heliophanus kenyaensis,"Wesolowska, 1986",accepted,Salticidae
Heliophanus keyserlingi,"Simon, 1878",synonym,Salticidae
Heliophanus kilimanjaroensis,"Wesolowska, 1986",accepted,Salticidae
Heliophanus kittenbergeri,"(Caporiacco, 1947)",accepted,Salticidae
Heliophanus kochii,"Simon, 1868",accepted,Salticidae
Heliophanus koktas,"Logunov, 1992",accepted,Salticidae
Heliophanus konradthaleri,"Logunov, 2009",accepted,Salticidae
Heliophanus kovacsi,"Wesolowska, 2003",accepted,Salticidae
Heliophanus lacteus,"L. Koch, 1868",synonym,Salticidae
Heliophanus lawrencei,"Wesolowska, 1986",accepted,Salticidae
Heliophanus lesserti,"Wesolowska, 1986",accepted,Salticidae
Heliophanus leucopes,"Wesolowska, 2003",accepted,Salticidae
Heliophanus lineiventris,"Simon, 1868",accepted,Salticidae
Heliophanus macentensis,"Berland & Millot, 1941",accepted,Salticidae
Heliophanus machaerodus,"Simon, 1909",accepted,Salticidae
Heliophanus maculatus,"Karsch, 1878",accepted,Salticidae
Heliophanus malus,"Wesolowska, 1986",accepted,Salticidae
Heliophanus maluti,"Wesolowska & Haddad, 2014",accepted,Salticidae
Heliophanus manni,"(Doleschall, 1852)",synonym,Salticidae
Heliophanus maralal,"Wesolowska, 2003",accepted,Salticidae
Heliophanus marshalli,"Peckham & Peckham, 1903",accepted,Salticidae
Heliophanus mauricianus,"Simon, 1901",accepted,Salticidae
Heliophanus mediocinctus,"Kulczyński, 1898",accepted,Salticidae
Heliophanus megae,"Wesolowska, 2003",accepted,Salticidae
Heliophanus melinus,"L. Koch, 1867",accepted,Salticidae
Heliophanus menemeriformis,"Strand, 1907",accepted,Salticidae
Heliophanus miles,"Simon, 1878",synonym,Salticidae
Heliophanus milloti,"Denis, 1955",synonym,Salticidae
Heliophanus minor,"Dawidowicz & Wesolowska, 2016",accepted,Salticidae
Heliophanus minutissimus,"Simon, 1871",nomen dubium,Salticidae
Heliophanus minutissimus,"(Caporiacco, 1941)",accepted,Salticidae
Heliophanus mirabilis,"Wesolowska, 1986",accepted,Salticidae
Heliophanus modicus,"Peckham & Peckham, 1903",accepted,Salticidae
Heliophanus moestus,"(Lucas, 1846)",nomen dubium,Salticidae
Heliophanus mongolicus,"Schenkel, 1953",synonym,Salticidae
Heliophanus montanus,"Wesolowska, 2006",accepted,Salticidae
Heliophanus mordax,"(O. Pickard-Cambridge, 1872)",accepted,Salticidae
Heliophanus mucronatus,"Simon, 1901",accepted,Salticidae
Heliophanus muscorum,"(Walckenaer, 1802)",nomen dubium,Salticidae
Heliophanus nanus,"Wesolowska, 2003",accepted,Salticidae
Heliophanus ndumoensis,"Wesolowska & Haddad, 2013",accepted,Salticidae
Heliophanus nigriceps,"Kulczyński, 1895",synonym,Salticidae
Heliophanus nitidus,"(Lucas, 1849)",nomen dubium,Salticidae
Heliophanus niveiventris,"Simon, 1889",nomen dubium,Salticidae
Heliophanus nobilis,"Wesolowska, 1986",accepted,Salticidae
Heliophanus nossibeensis,"Strand, 1907",nomen dubium,Salticidae
Heliophanus ochrichelis,"Strand, 1907",accepted,Salticidae
Heliophanus okinawaensis,"Kishida,",nomen nudum,Salticidae
Heliophanus orchesta,"Simon, 1886",accepted,Salticidae
Heliophanus orchestioides,"Lessert, 1925",synonym,Salticidae
Heliophanus papyri,"Wesolowska, 2003",accepted,Salticidae
Heliophanus parvus,"Wesolowska & van Harten, 1994",accepted,Salticidae
Heliophanus patagiatus,"Thorell, 1875",accepted,Salticidae
Heliophanus patagiatus albolineatus,"Kulczyński, 1901",accepted,Salticidae
Heliophanus patellaris,"Simon, 1901",accepted,Salticidae
Heliophanus paulus,"Wesolowska, 1986",accepted,Salticidae
Heliophanus pauper,"Wesolowska, 1986",accepted,Salticidae
Heliophanus peckhami,"Simon, 1902",accepted,Salticidae
Heliophanus pistaciae,"Wesolowska, 2003",accepted,Salticidae
Heliophanus portentosus,"Wesolowska, 1986",accepted,Salticidae
Heliophanus potanini,"Schenkel, 1963",accepted,Salticidae
Heliophanus pouzdranensis,"Miller, 1958",synonym,Salticidae
Heliophanus pratti,"Peckham & Peckham, 1903",accepted,Salticidae
Heliophanus proszynskii,"Wesolowska, 2003",accepted,Salticidae
Heliophanus pubescens,"Denis, 1964",synonym,Salticidae
Heliophanus pygmaeus,"Wesolowska & Russell-Smith, 2000",accepted,Salticidae
Heliophanus ramosus,"Wesolowska, 1986",accepted,Salticidae
Heliophanus recurvus,"Simon, 1868",nomen dubium,Salticidae
Heliophanus redimitus,"Simon, 1910",accepted,Salticidae
Heliophanus riedeli,"Schmidt, 1971",nomen dubium,Salticidae
Heliophanus ritteri,"(Scopoli, 1763)",nomen dubium,Salticidae
Heliophanus robustus,"Berland & Millot, 1941",accepted,Salticidae
Heliophanus rufithorax,"Simon, 1868",accepted,Salticidae
Heliophanus rutrosus,"Wesolowska, 2003",accepted,Salticidae
Heliophanus saudis,"Prószyński, 1989",accepted,Salticidae
Heliophanus semipullatus,"Denis, 1953",synonym,Salticidae
Heliophanus semipullatus steineri,"Denis, 1957",synonym,Salticidae
Heliophanus semirasus,"Lawrence, 1928",accepted,Salticidae
Heliophanus senussus,"Caporiacco, 1928",synonym,Salticidae
Heliophanus similior,"Ledoux, 2007",accepted,Salticidae
Heliophanus simplex,"Simon, 1868",accepted,Salticidae
Heliophanus sinaicus,"Logunov, 2015",accepted,Salticidae
Heliophanus sororius,"Wesolowska, 2003",accepted,Salticidae
Heliophanus soudanicus,"Berland & Millot, 1941",nomen dubium,Salticidae
Heliophanus splendidus,"Wesolowska, 2003",accepted,Salticidae
Heliophanus stylifer,"Simon, 1878",accepted,Salticidae
Heliophanus tenuitas,"Wesolowska, 2011",accepted,Salticidae
Heliophanus termitophagus,"Wesolowska & Haddad, 2002",accepted,Salticidae
Heliophanus tessalensis,"Strand, 1906",nomen dubium,Salticidae
Heliophanus thaleri,"Wesolowska, 2009",accepted,Salticidae
Heliophanus transvaalicus,"Simon, 1901",accepted,Salticidae
Heliophanus transversus,"Wesolowska & Haddad, 2014",accepted,Salticidae
Heliophanus trepidus,"Simon, 1910",accepted,Salticidae
Heliophanus tribulosus,"Simon, 1868",accepted,Salticidae
Heliophanus tristis,"Wesolowska, 2003",accepted,Salticidae
Heliophanus turanicus,"Charitonov, 1969",accepted,Salticidae
Heliophanus uncinatus,"Simon, 1868",nomen dubium,Salticidae
Heliophanus undecimmaculatus,"Caporiacco, 1941",accepted,Salticidae
Heliophanus ussuricus,"Kulczyński, 1895",accepted,Salticidae
Heliophanus uvirensis,"Wesolowska, 1986",accepted,Salticidae
Heliophanus validus,"Wesolowska, 1986",accepted,Salticidae
Heliophanus variabilis,"(Vinson, 1863)",accepted,Salticidae
Heliophanus varians,"Simon, 1868",synonym,Salticidae
Heliophanus verus,"Wesolowska, 1986",accepted,Salticidae
Heliophanus villosus,"Wesolowska, 1986",synonym,Salticidae
Heliophanus viriatus,"Simon, 1868",synonym,Salticidae
Heliophanus viridimanus,"(Doleschall, 1852)",nomen dubium,Salticidae
Heliophanus vittatus,"Denis, 1958",nomen dubium,Salticidae
Heliophanus wesolowskae,"Rakov & Logunov, 1997",accepted,Salticidae
Heliophanus wulingensis,"Peng & Xie, 1996",accepted,Salticidae
Heliophanus xanthopes,"Wesolowska, 2003",accepted,Salticidae
Heliophanus xerxesi,"Logunov, 2009",accepted,Salticidae
Helpis colemani,"(Wanless, 1988)",accepted,Salticidae
Helpis foelixi,"Żabka & Patoleta, 2014",accepted,Salticidae
Helpis gracilis,"Gardzinska, 1996",accepted,Salticidae
Helpis kenilworthi,"Zabka, 2002",accepted,Salticidae
Helpis longichelis,"Strand, 1915",accepted,Salticidae
Helpis longipalpis,"Gardzińska & Zabka, 2010",accepted,Salticidae
Helpis merriwa,"Żabka & Patoleta, 2014",accepted,Salticidae
Helpis minitabunda,"(L. Koch, 1880)",accepted,Salticidae
Helpis occidentalis,"Simon, 1909",accepted,Salticidae
Helpis respersa,"(L. Koch, 1880)",synonym,Salticidae
Helpis risdonica,"Zabka, 2002",accepted,Salticidae
Helpis staregai,"Żabka & Patoleta, 2014",accepted,Salticidae
Helpis tasmanica,"Zabka, 2002",accepted,Salticidae
Helpis wanlessi,"Żabka & Patoleta, 2014",accepted,Salticidae
Helpis wisharti,"Żabka & Patoleta, 2014",accepted,Salticidae
Helvetia albovittata,"Simon, 1901",accepted,Salticidae
Helvetia cancrimana,"(Taczanowski, 1872)",accepted,Salticidae
Helvetia galianoae,"Ruiz & Brescovit, 2008",accepted,Salticidae
Helvetia humillima,"(Mello-Leitão, 1943)",accepted,Salticidae
Helvetia insularis,"(Banks, 1902)",synonym,Salticidae
Helvetia labiata,"Ruiz & Brescovit, 2008",accepted,Salticidae
Helvetia otiosa,"Galiano, 1976",synonym,Salticidae
Helvetia quadrifasciata,"(Mello-Leitão, 1945)",synonym,Salticidae
Helvetia rinaldiae,"Ruiz & Brescovit, 2008",accepted,Salticidae
Helvetia riojanensis,"Galiano, 1965",accepted,Salticidae
Helvetia roeweri,"(Soares & Camargo, 1948)",accepted,Salticidae
Helvetia santarema,"Peckham & Peckham, 1894",accepted,Salticidae
Helvetia semialba,"(Simon, 1901)",accepted,Salticidae
Helvetia stridulans,"Ruiz & Brescovit, 2008",accepted,Salticidae
Helvetia zebrina,"Simon, 1901",synonym,Salticidae
Helvetia zonata,"Simon, 1901",synonym,Salticidae
Hemsenattus,"Roewer, 1955",synonym,Salticidae
Hentzia alamosa,"Richman, 2010",accepted,Salticidae
Hentzia albovittata,"(Keyserling, 1885)",synonym,Salticidae
Hentzia antillana,"Bryant, 1940",accepted,Salticidae
Hentzia audax,"Bryant, 1940",accepted,Salticidae
Hentzia calypso,"Richman, 1989",accepted,Salticidae
Hentzia charitonovi,"(Caporiacco, 1947)",synonym,Salticidae
Hentzia chekika,"Richman, 1989",accepted,Salticidae
Hentzia cubana,"Richman, 1989",accepted,Salticidae
Hentzia elegans,"(Keyserling, 1885)",accepted,Salticidae
Hentzia fimbriata,"(F. O. Pickard-Cambridge, 1901)",accepted,Salticidae
Hentzia footei,"(Petrunkevitch, 1914)",accepted,Salticidae
Hentzia grenada,"(Peckham & Peckham, 1894)",accepted,Salticidae
Hentzia insignita,"(Chickering, 1946)",synonym,Salticidae
Hentzia mandibularis,"(Bryant, 1943)",accepted,Salticidae
Hentzia marginata,"(Walckenaer, 1837)",synonym,Salticidae
Hentzia mitrata,"(Hentz, 1846)",accepted,Salticidae
Hentzia palmarum,"(Hentz, 1832)",accepted,Salticidae
Hentzia parallela,"(Peckham & Peckham, 1894)",accepted,Salticidae
Hentzia peckhami,"(Bryant, 1940)",synonym,Salticidae
Hentzia peckhami,"(Cockerell, 1893)",synonym,Salticidae
Hentzia pima,"Richman, 1989",accepted,Salticidae
Hentzia poenitens,"(Chamberlin, 1924)",accepted,Salticidae
Hentzia squamata,"(Petrunkevitch, 1930)",accepted,Salticidae
Hentzia tibialis,"Bryant, 1940",accepted,Salticidae
Hentzia vernalis,"(Peckham & Peckham, 1894)",accepted,Salticidae
Hentzia vittata,"(Keyserling, 1885)",accepted,Salticidae
Hentzia whitcombi,"Richman, 1989",accepted,Salticidae
Hentzia zombia,"Richman, 1989",accepted,Salticidae
Heratemita alboplagiata,"(Simon, 1899)",accepted,Salticidae
Heratemita chrysozona,"(Simon, 1899)",accepted,Salticidae
Heratemita tenenbaumi,"Prószyński & Deeleman-Reinhold, 2012",accepted,Salticidae
Herilus,"Thorell, 1894",synonym,Salticidae
Hermosa andrewi,"(Wanless, 1978)",accepted,Salticidae
Hermosa brevichelicera,"(Yamasaki & Ahmad, 2013)",accepted,Salticidae
Hermosa christae,"(Prószyński, 2001)",accepted,Salticidae
Hermosa galianoae,"(Prószyński, 2001)",accepted,Salticidae
Hermosa majungae,"(Strand, 1907)",synonym,Salticidae
Hermosa mariaelenae,"(Edwards & Benjamin, 2009)",synonym,Salticidae
Hermosa volatilis,"Peckham & Peckham, 1892",accepted,Salticidae
Hermosa yamanei,"(Yamasaki, 2012)",accepted,Salticidae
Hermosa yamasakii,"(Prószyński, 2016)",accepted,Salticidae
Hermotimus coriaceus,"Simon, 1903",accepted,Salticidae
Hindumanes karnatakaensis,"(Tikader & Biswas, 1978)",accepted,Salticidae
Hindumanes wayanadensis,"Sudhin, Nafin & Sudhikumar, 2017",accepted,Salticidae
Hinewaia embolica,"Zabka & Pollard, 2002",accepted,Salticidae
Hispo alboclypea,"Wanless, 1981",accepted,Salticidae
Hispo cingulata,"Simon, 1886",accepted,Salticidae
Hispo continentalis,"(Caporiacco, 1949)",nomen dubium,Salticidae
Hispo frenata,"(Simon, 1900)",accepted,Salticidae
Hispo georgius,"(Peckham & Peckham, 1892)",accepted,Salticidae
Hispo inermis,"(Caporiacco, 1947)",synonym,Salticidae
Hispo macfarlanei,"Wanless, 1981",accepted,Salticidae
Hispo pullata,"Wanless, 1981",accepted,Salticidae
Hispo rufescens,"(Caporiacco, 1947)",synonym,Salticidae
Hispo striolata,"Simon, 1898",accepted,Salticidae
Hispo sulcata,"Wanless, 1981",accepted,Salticidae
Hispo tenuis,"Wanless, 1981",accepted,Salticidae
Hissarinus,"Charitonov, 1951",synonym,Salticidae
Hisukattus alienus,"Galiano, 1987",accepted,Salticidae
Hisukattus simplex,"(Mello-Leitão, 1944)",accepted,Salticidae
Hisukattus transversalis,"Galiano, 1987",accepted,Salticidae
Hisukattus tristis,"(Mello-Leitão, 1944)",accepted,Salticidae
Holcolaetis albobarbata,"Simon, 1910",accepted,Salticidae
Holcolaetis camerunensis,"Roewer, 1965",synonym,Salticidae
Holcolaetis clarki,"Wanless, 1985",accepted,Salticidae
Holcolaetis cothurnata,"(Gerstäcker, 1873)",accepted,Salticidae
Holcolaetis dyali,"Roewer, 1951",accepted,Salticidae
Holcolaetis strandi,"Caporiacco, 1940",accepted,Salticidae
Holcolaetis vellerea,"Simon, 1910",accepted,Salticidae
Holcolaetis vidua,"Lessert, 1927",synonym,Salticidae
Holcolaetis xerampelina,"Simon, 1886",accepted,Salticidae
Holcolaetis zuluensis,"Lawrence, 1937",accepted,Salticidae
Holoplatys apressus,"(Powell, 1873)",accepted,Salticidae
Holoplatys bicolor,"Simon, 1901",accepted,Salticidae
Holoplatys bicoloroides,"Zabka, 1991",accepted,Salticidae
Holoplatys borali,"Zabka, 1991",accepted,Salticidae
Holoplatys braemarensis,"Zabka, 1991",accepted,Salticidae
Holoplatys bramptonensis,"Zabka, 1991",accepted,Salticidae
Holoplatys canberra,"Zabka, 1991",accepted,Salticidae
Holoplatys carolinensis,"Berry, Beatty & Prószyński, 1996",accepted,Salticidae
Holoplatys chudalupensis,"Zabka, 1991",accepted,Salticidae
Holoplatys colemani,"Zabka, 1991",accepted,Salticidae
Holoplatys complanata,"(L. Koch, 1879)",accepted,Salticidae
Holoplatys complanatiformis,"Zabka, 1991",accepted,Salticidae
Holoplatys daviesae,"Zabka, 1991",accepted,Salticidae
Holoplatys dejongi,"Zabka, 1991",accepted,Salticidae
Holoplatys desertina,"Zabka, 1991",accepted,Salticidae
Holoplatys digitatus,"Zhou, Irfan & Peng, 2017",accepted,Salticidae
Holoplatys embolica,"Zabka, 1991",accepted,Salticidae
Holoplatys fusca,"(Karsch, 1878)",accepted,Salticidae
Holoplatys grassalis,"Zabka, 1991",accepted,Salticidae
Holoplatys invenusta,"(L. Koch, 1879)",accepted,Salticidae
Holoplatys jardinensis,"Zabka, 1991",accepted,Salticidae
Holoplatys julimarina,"Zabka, 1991",accepted,Salticidae
Holoplatys kalgoorlie,"Zabka, 1991",accepted,Salticidae
Holoplatys kempensis,"Zabka, 1991",accepted,Salticidae
Holoplatys lhotskyi,"Zabka, 1991",accepted,Salticidae
Holoplatys mascordi,"Zabka, 1991",accepted,Salticidae
Holoplatys meda,"Zabka, 1991",accepted,Salticidae
Holoplatys minuta,"Zabka, 1991",accepted,Salticidae
Holoplatys oakensis,"Zabka, 1991",accepted,Salticidae
Holoplatys panthera,"Zabka, 1991",accepted,Salticidae
Holoplatys pedder,"Zabka, 1991",accepted,Salticidae
Holoplatys pemberton,"Zabka, 1991",accepted,Salticidae
Holoplatys planissima,"(L. Koch, 1879)",accepted,Salticidae
Holoplatys planissima occidentalis,"Thorell, 1890",accepted,Salticidae
Holoplatys queenslandica,"Zabka, 1991",accepted,Salticidae
Holoplatys rainbowi,"Zabka, 1991",accepted,Salticidae
Holoplatys semiplanata,"Zabka, 1991",accepted,Salticidae
Holoplatys senilis,"Dalmas, 1917",synonym,Salticidae
Holoplatys strzeleckii,"Zabka, 1991",accepted,Salticidae
Holoplatys tasmanensis,"Zabka, 1991",accepted,Salticidae
Holoplatys windjanensis,"Zabka, 1991",accepted,Salticidae
Homalattus coriaceus,"Simon, 1902",accepted,Salticidae
Homalattus insularis,"Peckham & Peckham, 1885",nomen dubium,Salticidae
Homalattus marshalli,"Peckham & Peckham, 1903",accepted,Salticidae
Homalattus obscurus,"Peckham & Peckham, 1903",accepted,Salticidae
Homalattus punctatus,"Peckham & Peckham, 1903",accepted,Salticidae
Homalattus pustulatus,"(White, 1841)",accepted,Salticidae
Homalattus similis,"Peckham & Peckham, 1903",accepted,Salticidae
Huntiglennia williamsi,"Zabka & Gray, 2004",accepted,Salticidae
Hurius aeneus,"(Mello-Leitão, 1941)",accepted,Salticidae
Hurius petrohue,"Galiano, 1985",accepted,Salticidae
Hurius pisac,"Galiano, 1985",accepted,Salticidae
Hurius vulpinus,"Simon, 1901",accepted,Salticidae
Hyctia,"Simon, 1876",synonym,Salticidae
Hyctiota banda,"Strand, 1911",accepted,Salticidae
Hyetussa aguilari,"Galiano, 1978",accepted,Salticidae
Hyetussa alternata,"(Gertsch, 1936)",accepted,Salticidae
Hyetussa andalgalaensis,"Galiano, 1976",accepted,Salticidae
Hyetussa complicata,"(Gertsch, 1936)",accepted,Salticidae
Hyetussa cribrata,"Simon, 1902",homonym replaced,Salticidae
Hyetussa cribrata,"(Simon, 1901)",accepted,Salticidae
Hyetussa longithorax,"(Petrunkevitch, 1925)",accepted,Salticidae
Hyetussa mesopotamica,"Galiano, 1976",accepted,Salticidae
Hyetussa secta,"(Mello-Leitão, 1944)",accepted,Salticidae
Hyetussa sergipe,"Bustamante & Ruiz, 2017",accepted,Salticidae
Hyetussa simoni,"Galiano, 1976",accepted,Salticidae
Hyetussa tremembe,"Bustamante & Ruiz, 2017",accepted,Salticidae
Hyllothyene,"Caporiacco, 1939",synonym,Salticidae
Hyllus acutus,"(Blackwall, 1877)",accepted,Salticidae
Hyllus aegyptiacus,"(Denis, 1947)",accepted,Salticidae
Hyllus aethiopicus,"Strand, 1906",accepted,Salticidae
Hyllus africanus,"Lessert, 1927",accepted,Salticidae
Hyllus albocinctus,"(Thorell, 1899)",accepted,Salticidae
Hyllus albofasciatus,"Thorell, 1899",accepted,Salticidae
Hyllus albomarginatus,"(Lenz, 1886)",accepted,Salticidae
Hyllus albooculatus,"(Vinson, 1863)",accepted,Salticidae
